ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Bibliographic Reference,Copyright Description,Copyright Type,Date of Creation,Date of Publication,Description,Description Type,Document,External Identifier Type,External Source,External XRef,Geometry Qualifier,Information Carrier,Information Carrier Format Type,Information Resource Type,Keyword,Language_Type,Place Address,Place Description,Primary Reference Number,Spatial Coordinates Geometry,Temporal Coverage Timespan,Title,Title Type
507ecba0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Le Feuvre, E. 2018. What's Your Street's Story?: La Moye. [Unpublished talk]",,,,,,,,Listed building,Government of Jersey,BR0213,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",German Occupation,,"Batterie Roon, Personnel Shelter, La Rue de la Corbière",,100213,GEOMETRYCOLLECTION (POINT (-2.225221 49.178229)),,"Batterie Roon, Personnel Shelter",
507ed5d0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0214,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",German Occupation,,"Fighter aircraft gun testing range, Le Mont à  la Brune",,100214,GEOMETRYCOLLECTION (POINT (-2.205319 49.201666)),,Fighter aircraft gun testing range,
507edf20-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0215,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>","Richmond Map,Coastal Fortification",,"Le Coleron Battery, Le Chemin de Creux",,100215,GEOMETRYCOLLECTION (POINT (-2.202083 49.182392)),,Le Coleron Battery,
507ee850-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Stevens, C. 1977. The Vanished Chapels and Priories of Jersey. [Unpublished research] </p>
<p>Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.</p>",,,,,,,,,,,,<p>1.  Société Jersiaise</p>,,<p>1. Sites and Monuments Database</p>,,,"Possible site of Priory of St Michel du Mont Gargane, Valley Road",,100216,GEOMETRYCOLLECTION (POINT (-2.179458 49.180254)),,Possible site of Priory of St Michel du Mont Gargane,
507ef0a0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",,,,,,,,Listed building,Government of Jersey,BR0217/BR0218,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Les Frontieres, La Route du Francfief",,100217,GEOMETRYCOLLECTION (POINT (-2.178738 49.198875)),,Les Frontieres,
507ef9d0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Bonsor, N.R.P. 1969. The Jersey Railway. Oakwood Press, Usk. </p>
<p>Burt, R.G. 1961. The Old Jersey Railways. Annual Bulletin of the Société Jersiaise, 18, 91-100. </p>
<p>Catford, N. 2010. Disused Stations. Closed Railway Stations in the UK. Retrieved from http://www.disused-stations.org.uk/ (Date Accessed: 02.08.2019) </p>
<p>Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.</p>",,,,,,,,,,,,,,,Railway,,"Site of Greenville Railway Station, Le Mont Nicolle",,100218,GEOMETRYCOLLECTION (POINT (-2.185337 49.189787)),,Site of Greenville Railway Station,
507f02b0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0219,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",German Occupation,,"Resistance Nest Le Fret, Le Fret Point ",,100219,GEOMETRYCOLLECTION (POINT (-2.185751 49.170452)),,Resistance Nest Le Fret,
507f0c30-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"White, J. 2018. What's Your Street's Story?: Ouaisne. [Unpublished talk]",,,,,,,,Listed building,Government of Jersey,BR0220,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Le Val Cottages, La Route des Gênets",,100220,GEOMETRYCOLLECTION (POINT (-2.183079 49.182162)),,Le Val Cottages,
507f1540-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0221,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",German Occupation,,"Strongpoint Le Grouin, Le Grouin Point",,100221,GEOMETRYCOLLECTION (POINT (-2.189039 49.182045)),,Strongpoint Le Grouin,
507f1ec0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0222,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Cranford, La Route de la Haule",,100222,GEOMETRYCOLLECTION (POINT (-2.161676 49.195351)),,Cranford,
507f2800-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0223,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Milestone 'B3', La Route de la Haule",,100223,GEOMETRYCOLLECTION (POINT (-2.160111 49.195506)),,Milestone 'B3',
507f31e0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0224,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Clos de Tours, La Rue de Haut",,100224,GEOMETRYCOLLECTION (POINT (-2.171144 49.183693)),,Clos de Tours,
507f3bf0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,,,,,,Listed building,Government of Jersey,BR0225,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Beechmount, La Rue des Mans",,100225,GEOMETRYCOLLECTION (POINT (-2.18247 49.194002)),,Beechmount,
507f4590-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",,,,,,,,Listed building,Government of Jersey,BR0226,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"La Roserie, La Rue des Longchamps",,100226,GEOMETRYCOLLECTION (POINT (-2.18423 49.190344)),,La Roserie,
507f4e50-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0227,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Wellhead, La Marquanderie",,100227,GEOMETRYCOLLECTION (POINT (-2.202118 49.189094)),,Wellhead,
507f58f0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London.</p>

<p>Cornwall, I. & Johnston, D.E. 1984. An Introduction to the Archaeology of Jersey. Société Jersiase, Jersey.</p>

<p>Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.</p>

<p>Finalaison, M. 1979. Archaeological Section Report for 1978. Annual Bulletin of the Société Jersiaise, 22, 247-250.</p>

<p>Hawkes, J. 1937. The Archaeology of the Channel Islands, Vol. 2 The Bailiwick of Jersey. Société Jersiaise, Jersey.</p>

<p>Jones, R., Keen, D., Birnie, J. & Waton, P. 1990. Past Landscapes of Jersey: environmental changes during the last ten thousand years. Société Jersiaise, Jersey.</p>

<p>Kinnes, I. & Hibbs, J.L. 1988. The Dolmens of Jersey. Channel Television/La Haule Books, Jersey.</p>

<p>L'Amy, J.H. 1971. Jersey Folk Lore. Société Jersiaise, Jersey.</p>

<p>Patton, M. & Finlaison, M. 2001. Patterns in a Prehistoric Landscape: the archaeology of Saint Ouen's Bay, Jersey. Société Jersiaise, Jersey.</p>

<p>Wessex Archaeology 2005. Simon Sand & Gravel, St Ouen’s Bay, Jersey, Archaeological Evaluation Report. Wessex Archaeology Unpublished Report, Salisbury.</p>",,,,,,,,Listed place,Government of Jersey,BR0228,,<p>1.  Société Jersiaise</p>,,"<p>1. Fieldwalking cards, Sites and Monuments Database</p>",,,"Les Blanches Banques Prehistoric Landscape, Les Mielles ",,100228,GEOMETRYCOLLECTION (POINT (-2.215799 49.197501)),,Les Blanches Banques Prehistoric Landscape,
507f62a0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0229,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photograph (L/A/75/A3/4/9819A)</p>",,,"South Telephone Exchange, La Route Orange",,100229,GEOMETRYCOLLECTION (POINT (-2.201124 49.190718)),,South Telephone Exchange,
b386fed0-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 10.04.2018) </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.</p>",,,,,,,,Listed building,Government of Jersey,TR0037,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Les Haies, La Rue des Haies",,1200037,GEOMETRYCOLLECTION (POINT (-2.103012 49.220285)),,Les Haies,
507f6fb0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0230,,<p>1.  Government of Jersey </p><p>2.  Jersey Heritage Social History collection  </p><p>3.  Jersey Archive</p>,,"<p>1. Lisiting photographs, Historic Environment Resurvey </p><p>2. Stamps (JERSM/1988/00279/001-2) </p><p>3. Correspondence (L/A/06/D/510)</p>",,,"Villa Devereux, La Route Orange",,100230,GEOMETRYCOLLECTION (POINT (-2.208874 49.187615)),,Villa Devereux,
507f7a70-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0231,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",German Occupation,,"Artillery Observation Post M1, La Rue de la Corbière",,100231,GEOMETRYCOLLECTION (POINT (-2.239305 49.18128)),,Artillery Observation Post M1,
507f8350-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",,,,,,,,,,,,,,,Richmond Map,,"Field House, La Route du Sud",,100232,GEOMETRYCOLLECTION (POINT (-2.220841 49.181396)),,Field House,
50877f90-116c-0138-9150-740f24312a1c,Intertidal,St. Brelade,Parish,"Percival, J. 2008. Prehistoric Jersey. Retrieved from www.prehistoricjersey.net (Date Accessed: 24.05.2019)",,,,,,,,,,,,<p>1.  Société Jersiaise</p>,,<p>1. Sites and Monuments Database</p>,Megalithic,,La Rocco Stones,,100233,GEOMETRYCOLLECTION (POINT (-2.23176 49.197179)),,La Rocco Stones,
507f8c10-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0234,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",German Occupation,,"Resistance Nest Dune, Le Chemin des Basses Mielles",,100234,GEOMETRYCOLLECTION (POINT (-2.216674 49.201172)),,Resistance Nest Dune,
507f9540-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. </p>
<p>Johnston, D.E. 1981. The Channel Islands: An Archaeological Guide. Phillimore, Chichester.</p>",,,,,,,,Listed place,Government of Jersey,BR0235,,<p>1.  Société Jersiaise</p>,,<p>1. Sites and Monuments Database</p>,Megalithic,,"La Pulente Menhir, Le Mont de la Pulente",,100235,GEOMETRYCOLLECTION (POINT (-2.223442 49.188638)),,La Pulente Menhir,
507f9d90-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0236,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",German Occupation,,"HQ for Battalion Divisional Artillery Regiment 319, Mont de la Rocque Estate",,100236,GEOMETRYCOLLECTION (POINT (-2.169835 49.191756)),,HQ for Battalion Divisional Artillery Regiment 319,
507fa700-116c-0138-9150-740f24312a1c,Field Number,St. Brelade,Parish,,,,,,,,,Listed building,Government of Jersey,BR0237,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",German Occupation,,"Batterie Defflinger, Fields B801, B805, B806",,100237,GEOMETRYCOLLECTION (POINT (-2.17276 49.189443)),,Batterie Defflinger,
507fb070-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",,,,,,,,,,,,<p>1.  Société Jersiaise</p>,,<p>1. Sites and Monuments Database</p>,Richmond Map,,"La Remise, Le Mont les Vaux",,100238,GEOMETRYCOLLECTION (POINT (-2.173771 49.187957)),,La Remise,
507fba50-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London. </p>
<p>White, J. 2018. What's Your Street's Story?: Ouaisne. [Unpublished talk]</p>",,,,,,,,,,,,<p>1.  Société Jersiaise</p>,,<p>1. Sites and Monuments Database</p>,Richmond Map,,"Les Ruisseaux House, Valley Road",,100239,GEOMETRYCOLLECTION (POINT (-2.179347 49.182148)),,Les Ruisseaux House,
507fc330-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,,,,,<p>1.  Jersey Archive</p>,,<p>1. Photograph (P/09/A/899)</p>,,,"Wesley Cottage, Le Quai Bisson",,100240,GEOMETRYCOLLECTION (POINT (-2.170564 49.186445)),,Wesley Cottage,
507fcc30-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"McCormack, J. 2009. Vernacular Architecture Group: Spring Conference Report. [Unpublished report]",,,,,,,,Listed building,Government of Jersey,BR0241,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"La Retraite, Le Mont du Ouaisné",,100241,GEOMETRYCOLLECTION (POINT (-2.180857 49.176117)),,La Retraite,
507fd5a0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>Romeril, L. 2015. What's Your Street's Story?: St Aubin. [Unpublished talk] </p>",,,,,,,,,,,,<p>1.  Jersey Archive</p>,,"<p>1. Photograph (L/A/75/A2/BUI/50/2), Files (L/D/16)</p>",,,"Royal Channel Islands Yacht Club, Le Mont du Boulevard",,100242,GEOMETRYCOLLECTION (POINT (-2.168636 49.18501)),,Royal Channel Islands Yacht Club,
2f0fdd20-1168-0138-9138-740f24312a1c,Postal Address,St. Peter,Parish,,,,,,,,,Listed building,Government of Jersey,PE0136,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",German Occupation,,"Communications Bunker for Fortress Commander, La Rue du Petit Aleval (field P522) ",,1000136,GEOMETRYCOLLECTION (POINT (-2.163714 49.219746)),,Communications Bunker for Fortress Commander,
507fde40-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,,,,,,Listed building,Government of Jersey,BR0243,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Les Croix Cottages, Le Mont ès Croix",,100243,GEOMETRYCOLLECTION (POINT (-2.207643 49.183551)),,Les Croix Cottages,
507fe880-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Castledine, J. 2012. What's Your Street's Story?: St Brelade's Bay. [Unpublished talk] </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",,,,,,,,Listed building,Government of Jersey,BR0244,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Fisherman's Farm House, Le Mont Sohier",,100244,GEOMETRYCOLLECTION (POINT (-2.190075 49.185079)),,Fisherman's Farm House,
507ff250-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,,,,,,,,,,,,,Richmond Map,,"La Maison Simon, Le Chemin des Bruleries",,100245,GEOMETRYCOLLECTION (POINT (-2.189941 49.19647)),,La Maison Simon,
507ffbc0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>Le Feuvre, E. 2018. What's Your Street's Story?: La Moye. [Unpublished talk] </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",,,,,,,,Listed building,Government of Jersey,BR0246,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"The Poplars, La Route Orange",,100246,GEOMETRYCOLLECTION (POINT (-2.218682 49.184311)),,The Poplars,
508006a0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Burnal, P. 2015. Batterie Lothringen. Second Edition. Channel Islands Occupation Society, Jersey.  </p>
<p>Costard, M., Ginns, M., Burnal, P., Hamon, J. 2007. A Guide to Batterie Lothringen. Channel Islands Occupation Society, Jersey. </p>
<p>Romeril, L. 2013. What's Your Street's Story?: Noirmont & Portelet. [Unpublished talk] </p>
<p>Romeril, L. 2016. Noirmont & Plemont. In: Romeril, L., et al. What's Your Street's Story?: Part Two. Jersey Heritage Trust, Jersey, 135-147.</p>",,,,,,,,Listed building,Government of Jersey,BR0247,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive </p><p>3.  Société Jersiaise Photographic Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photograph (L/A/75/A3/3/6208) </p><p>3. Photograph (SJPA/001983)</p>",German Occupation,,"Batterie Lothringen, Noirmont Point",,100247,GEOMETRYCOLLECTION (POINT (-2.169183 49.169544)),,Batterie Lothringen,
2f0e3480-1168-0138-9138-740f24312a1c,Postal Address,St. Peter,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,,,,,,Listed building,Government of Jersey,PE0077,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Cyrano Farm, La Grande Route de St Pierre",,1000077,GEOMETRYCOLLECTION (POINT (-2.184248 49.215598)),,Cyrano Farm,
