ResourceID,Title,Place Description,Language_Type,Geometry Qualifier,Title Type,Keyword,Address Type,Temporal Coverage Timespan,Administrative Subdivision Name,External XRef,Administrative Subdivision Type,Place Address,Copyright Description,Copyright Type,Primary Reference Number,Description,External Identifier Type,Information Carrier Format Type,Spatial Coordinates Geometry,Date of Publication,Information Carrier,Date of Creation,Bibliographic Reference,External Source,Document,Information Resource Type,Description Type
fca622e0-149c-0138-c577-740f24312a1c,La Maison des Pres,,,,,,Postal Address,,St. Ouen,OU0101,Parish,"La Maison des Pres, La Rue des Prés",,,0900101,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.23296 49.234634)),,1. Government of Jersey,2018-12-18,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
b38e64f0-149f-0138-c57a-740f24312a1c,Site of coin hoards,,,,,,Postal Address,,Trinity,,Parish,"Site of coin hoards, La Rue du Câtel",,,1200246,,,,GEOMETRYCOLLECTION (POINT (-2.046005 49.237388)),,1. Société Jersiaise,2018-09-06,"Cable, E.K. 1876. Report on Coins Found at Rozel. Annual Bulletin of the Société Jersiaise, 1, 29-31. Cable, E.K. 1877. Report on Coins Found at Rozel Bay, Jersey. Annual Bulletin of the Société Jersiaise, 1, 85-88. Rybot, N.V.L. 1934. A Note on the Rozel Hoards of Gaulish Coins. Bulletin Annuel de la Société Jersiaise, 12, 321-324. Smith, S.W. 1934. Examination of certain Amorican coins from the 'Rozel Hoard', submitted by the Société Jersiaise. Bulletin Annuel de la Société Jersiaise, 12, 325-327. Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,1. Sites and Monuments Database,
04a62470-149c-0138-c574-740f24312a1c,Havre des Pas Bathing Pool,,,,,,Postal Address,,St. Helier,HE0266,Parish,"Havre des Pas Bathing Pool, Le Havre des Pas",,,0400266,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.100099 49.176075)),,1. Government of Jersey 2. Société Jersiaise Photographic Archive 3. Jersey Heritage Social History collection 4. Jersey Heritage Art collection 5. Jersey Archive,2019-08-20,"Nicolle, S. 2015. What's Your Street's Story?: Havre des Pas  [Unpublished talk] ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (sample of collection: SJPA/000488, SJPA/000615) 3. Postcards (sample of collection: JERSM/2004/00087/078, JERSM/2004/00087/1059), stamps (JERSM/2012/00431/002) 4. Painting (JHT/1994/00010, SJA/0000/02814) 5. Survey (D/W/H5/23), Photographs (sample of collection: L/A/75/A3/5/3653, L/A/75/A3/5/4758)",
507dc320-116c-0138-9150-740f24312a1c,Site of Beauport Watch House,,,,,"Richmond Map,Coastal Fortification",Postal Address,,St. Brelade,,Parish,"Site of Beauport Watch House, Beauport",,,0100183,,,,GEOMETRYCOLLECTION (POINT (-2.208991 49.181051)),,,,,,,,
0644fff0-116c-0138-9144-740f24312a1c,Le Rocher,,,,,,Postal Address,,St. Martin,MN0238,Parish,"Le Rocher, Le Mont de la Mare St Catherine",,,0700238,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.035226 49.217297)),,1. Government of Jersey,2020-03-06,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
06412e10-116c-0138-9144-740f24312a1c,Hollybank Bakehouse,,,,,Richmond Map,Postal Address,,St. Martin,MN0109,Parish,"Hollybank Bakehouse, La Rue des Huriaux",,,0700109,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.052926 49.23202)),,1. Government of Jersey 2. Société Jersiaise Photographic Archive 3. Société Jersiaise,2019-05-31,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (SJPA/007273, SJPA/007880, SJPA/008734-40) 3. Sites and Monuments Database",
04d95a50-149c-0138-c574-740f24312a1c,Town Mills Hoard,,,,,,Postal Address,,St. Helier,HE1855,Parish,"Town Mills Hoard, Le Mont de la Trinité",,,0401855,,Area of Archaeological Potential,,GEOMETRYCOLLECTION (POINT (-2.100063 49.195139)),,1. Government of Jersey 2. Société Jersiaise,2019-11-29,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. Hawkes, J. 1937. The Archaeology of the Channel Islands, Vol. 2 The Bailiwick of Jersey. Société Jersiaise, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",
fcb05df0-149c-0138-c577-740f24312a1c,Millais Villa,,,,,,Postal Address,,St. Ouen,,Parish,"Millais Villa, La Route de Millais",,,0900320,,,,GEOMETRYCOLLECTION (POINT (-2.224792 49.243956)),,,2018-12-20,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 08.11.2018)  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,,
f174dba0-1168-0138-9141-740f24312a1c,La Hougue Mauger,,,,,German Occupation,Postal Address,,St. Mary ,MY0084,Parish,"La Hougue Mauger, La Rue de la Hougue Mauger",,,0800084,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.174313 49.244254)),,1. Jersey Archive 2. Government of Jersey,2020-12-03,,Government of Jersey,,"1. Land requisition documents (B/A/W40/8/195)  2. Listing photographs, Historic Environment Resurvey",
29917d30-1168-0138-9135-740f24312a1c,Clairfield,,,,,Richmond Map,Postal Address,,St. Saviour,SA0187,Parish,"Clairfield, La Rue de la Guilleaumerie",,,1100187,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.075564 49.211923)),,1. Government of Jersey 2. Jersey Heritage Social History collection 3. Société Jersiaise 4. Jersey Archive,2020-02-04,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 11.03.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Window 3. Sites and Monuments Database 4. Photographs (D/AL/C4/2209)",
0bf1c0c0-116c-0138-9147-740f24312a1c,Midlands Farm,,,,,,Postal Address,,St. Lawrence,LA0009,Parish,"Midlands Farm, La Grande Route de St Laurent",,,0600009,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.142904 49.23217)),,1. Government of Jersey,2018-06-28,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
fca598f0-149c-0138-c577-740f24312a1c,Les Huriaux Farm ,,,,,Richmond Map,Postal Address,,St. Ouen,OU0084,Parish,"Les Huriaux Farm , La Ruelle du Coin",,,0900084,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.193391 49.222856)),,1. Government of Jersey 2. Société Jersiaise,2018-12-18,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 13.09.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",
b3847b00-149f-0138-c57a-740f24312a1c,Le Menage,,,,,Richmond Map,Postal Address,,Trinity,TR0014,Parish,"Le Menage, La Route des Côtes du Nord",,,1200014,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.066655 49.232961)),,1. Government of Jersey,2018-05-16,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 10.04.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04a63a80-149c-0138-c574-740f24312a1c,10,,,,,,Postal Address,,St. Helier,HE0271,Parish,"10, Hill Street",,,0400271,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.105437 49.183393)),,1. Government of Jersey ,2019-08-20,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Quintaine, R. 2017. What's Your Street's Story?: Hill Street  [Unpublished talk]",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
50873600-116c-0138-9150-740f24312a1c,Lithics ,,,,,,Postal Address,,St. Brelade,,Parish,"Lithics , Le Chemin du Portelet",,,0100449,,,,GEOMETRYCOLLECTION (POINT (-2.182131 49.171834)),,1. Jersey Heritage Archaeology collection,2020-01-08,,,,1. Flint (A/0004555-7),
0643e620-116c-0138-9144-740f24312a1c,Somerleigh,,,,,,Postal Address,,St. Martin,MN0187,Parish,"Somerleigh, La Grande Route de Faldouet",,,0700187,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.039954 49.21273)),,1. Government of Jersey,2019-05-31,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
84f891b0-1168-0138-913b-740f24312a1c,Oakborne,,,,,Richmond Map,Postal Address,,Grouville,GR0107,Parish,"Oakborne, La Rue de Grouville",,,0300107,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.05315 49.187033)),,1. Government of Jersey,2020-11-02,"Anthony, R. 2001. Grouville, Jersey. The History of a Country Parish. Parish of Grouville, Jersey. Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 20.12.2018)  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
5087aa80-116c-0138-9150-740f24312a1c,New Les Quennevais School,,,,,,Field Number,,St. Brelade,,Parish,"New Les Quennevais School, Fields B80, B84, B85, B86, B86A, B87, B88",,,0100448,,,,GEOMETRYCOLLECTION (POINT (-2.198982 49.199938)),,,2020-01-08,"Driscoll, P. 2014. Archaeological Desk-Based Assessment. New Les Quennevais School, St Brelade, Jersey. [Unpublished report]",,"[{u'status': u'uploaded', u'index': 0, u'name': u'0100448 Les Quennevais School, Archaeological Desk-Based Assessment, 2014.pdf', u'url': u'/files/uploadedfiles/0100448_Les_Quennevais_School_Archaeological_Desk-Based_Assessment_2014.pdf', u'lastModified': 1580734444165, u'content': u'blob:https://her.jerseyheritage.org/1f8bb6a9-0b24-4f9b-87c6-411b76ba0b70', u'file_id': u'076506d6-5d36-11ea-8701-0275d4869ef4', u'accepted': True, u'type': u'application/pdf', u'size': 2991660}]",,
2f0eb340-1168-0138-9138-740f24312a1c,Les Demi Vergee,,,,,Richmond Map,Postal Address,,St. Peter,PE0092,Parish,"Les Demi Vergee, La Rue de la Presse",,,1000092,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.193931 49.213638)),,1. Government of Jersey,2018-08-24,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
46b182c0-116c-0138-914a-740f24312a1c,Clos du Moine,,,,,,Field Number,,St. John,,Parish,"Clos du Moine, Field J1021",,,0500241,,,,GEOMETRYCOLLECTION (POINT (-2.116705 49.230088)),,1. Société Jersiaise,2018-05-22,"Stevens, C. 1977. The Vanished Chapels and Priories of Jersey. [Unpublished research] Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,1. Sites and Monuments Database,
2f1042c0-1168-0138-9138-740f24312a1c,The Glen,,,,,Richmond Map,Postal Address,,St. Peter,PE0146,Parish,"The Glen, Le Dredillet",,,1000146,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.160086 49.200733)),,1. Government of Jersey 2. Société Jersiaise Photographic Archive,2018-08-28,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photograph (SJPA/002085) ",
04a78740-149c-0138-c574-740f24312a1c,45-45a,,,,,,Postal Address,,St. Helier,HE0300,Parish,"45-45a, King Street",,,0400300,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.107882 49.184709)),,1. Government of Jersey ,2019-08-20,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
04aff090-149c-0138-c574-740f24312a1c,3,,,,,Richmond Map,Postal Address,,St. Helier,HE0525,Parish,"3, York Street",,,0400525,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.10953 49.18559)),,1. Government of Jersey ,2019-08-30,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
04a737c0-149c-0138-c574-740f24312a1c,7,,,,,,Postal Address,,St. Helier,HE0291,Parish,"7, King Street",,,0400291,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.105353 49.184092)),,1. Government of Jersey ,2019-08-20,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
507f8c10-116c-0138-9150-740f24312a1c,Resistance Nest Dune,,,,,German Occupation,Postal Address,,St. Brelade,BR0234,Parish,"Resistance Nest Dune, Le Chemin des Basses Mielles",,,0100234,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.216674 49.201172)),,1. Government of Jersey,2019-07-26,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04a6d460-149c-0138-c574-740f24312a1c,3 ,,,,,Richmond Map,Postal Address,,St. Helier,HE0281,Parish,"3 , Hue Street",,,0400281,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.108822 49.185631)),,1. Government of Jersey 2. Jersey Archive,2019-08-20,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 04.11.2019) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Documents (D/W/F1/3/19-20)",
84fbc7c0-1168-0138-913b-740f24312a1c,La Chasse Cottage,,,,,,Postal Address,,Grouville,GR0227,Parish,"La Chasse Cottage, Gorey Village Main Road",,,0300227,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.032282 49.197505)),,1. Government of Jersey,2020-12-02,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
fca56510-149c-0138-c577-740f24312a1c,Homestill ,,,,,,Postal Address,,St. Ouen,OU0077,Parish,"Homestill , La Route du Marais",,,0900077,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.215566 49.234769)),,1. Government of Jersey,2018-12-18,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
b3905da0-149f-0138-c57a-740f24312a1c,La Prieure,,,,,,Field Number,,Trinity,,Parish,"La Prieure, Field T1389",,,1200299,,,,GEOMETRYCOLLECTION (POINT (-2.109478 49.214404)),,1. Société Jersiaise,2018-05-22,"Stevens, C. 1977. The Vanished Chapels and Priories of Jersey. [Unpublished research] Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey. ",,,1. Sites and Monuments Database,
04c8a6a0-149c-0138-c574-740f24312a1c,81,,,,,,Postal Address,,St. Helier,HE1232,Parish,"81, New Street",,,0401232,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.105483 49.187616)),,1. Government of Jersey,2019-10-14,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
46a7cd80-116c-0138-914a-740f24312a1c,Ivy Gate,,,,,,Postal Address,,St. John,JN0005,Parish,"Ivy Gate, La Grande Route de St. Jean",,,0500005,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.114416 49.227002)),,1. Government of Jersey 2. Jersey Archive,2018-03-13,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 15.02.2018)  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Treasure Survey (L/A/06/H/3)",
8b87e250-1498-0138-c571-740f24312a1c,The Priory,,,,,,Postal Address,,St. Clement,CL0043,Parish,"The Priory, La Grande Route de St. Clement",,,0200043,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.057408 49.173473)),,1. Government of Jersey,2018-03-12,"Ahier, P. & Ashworth, W.S. 1979. The Historical Hotels and Inns of Jersey. Ashton & Denton Publishing Co. (C.I.) Ltd., Newport. Chandler, J. 2003. Priory Inn Site, La Grande Route de St Clement, St Clement, Jersey. An Archaeological Desk-based Assessment. [Unpublished report] Harward, C. 2004. Priory Inn Site, La Grande Route de St Clement, St Clement, Jersey. An Archaeological Evaluation Report. [Unpublished report] Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  ",Government of Jersey,"[{u'status': u'uploaded', u'index': 0, u'name': u'0200043 Priory Inn Archaeological Evaluation Report 2004.pdf', u'url': u'/files/uploadedfiles/0200043_Priory_Inn_Archaeological_Evaluation_Report_2004.pdf', u'lastModified': 1580734523187, u'content': u'blob:https://her.jerseyheritage.org/471ecf0f-6017-4525-8b9c-a1a2556a4d75', u'file_id': u'36c6829c-5d36-11ea-8701-0275d4869ef4', u'accepted': True, u'type': u'application/pdf', u'size': 317775}]","1. Listing photographs, Historic Environment Resurvey",
0bf1e220-116c-0138-9147-740f24312a1c,Melbourne,,,,,,Postal Address,,St. Lawrence,LA0013,Parish,"Melbourne, La Route de St Aubin",,,0600013,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.14068 49.198799)),,1. Government of Jersey,2018-06-28,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
f17713f0-1168-0138-9141-740f24312a1c,Les Marionneux Lithic Scatter,,,,,,Field Number,,St. Mary ,MY0139,Parish,"Les Marionneux Lithic Scatter, Area between Mourier Valley & La Grand (Field MY168)",,,0800139,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.169246 49.251754)),,1. Société Jersiaise 2. Jersey Heritage Archaeology collection 3. Government of Jersey,2018-05-23,"Bates, M., Conneller, C., Pope, M., Scott, B., Shaw, A. (n.d.) Ice Age Island: Year 1. Project Design for Fieldwork June 28th - July 29th 2013. [Unpublished report] Chowne, P. 2013. Le Col de la Rocque Conservation Statement. Jersey Heritage Trust. Conneller, C., Bates, M., Bates, R., Schadla-Hall, R.T., Blinkhorn, E., Cole, J., Pope, M., Scott, B., et al. 2016. Rethinking Human Responses to Sea-level Rise: The Mesolithic Occupation of the Channel Islands. Proc Prehist Soc, 82, 1-45. Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. ",Government of Jersey,"[{u'status': u'uploaded', u'index': 0, u'name': u'Ice Age Island Report 2015 FINAL.pdf', u'url': u'/files/uploadedfiles/Ice_Age_Island_Report_2015_FINAL_29BlGlG.pdf', u'lastModified': 1582631702375, u'content': u'blob:https://her.jerseyheritage.org/10d1b5cf-0bc0-4d67-9a90-2c29bd4c9bf5', u'file_id': u'5233434a-60c2-11eb-8701-0275d4869ef4', u'accepted': True, u'type': u'application/pdf', u'size': 2117613}]","1. Sites and Monuments Database, Fieldwalking cards 2. Artefacts (A/0003352-6)  3. Listing photographs, Historic Environment Resurvey",
84fd3dd0-1168-0138-913b-740f24312a1c,Site of Le Boulevard de la Rocque,,,,,"Richmond Map,Coastal Fortification",Postal Address,,Grouville,GR0089,Parish,"Site of Le Boulevard de la Rocque, La Grande Route des Sablons",,,0300084,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.028471 49.167954)),,1. Government of Jersey,2020-08-02,"Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
06413870-116c-0138-9144-740f24312a1c,Surville Farm,,,,,,Postal Address,,St. Martin,MN0110,Parish,"Surville Farm, La Rue de L'Orme",,,0700110,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.046257 49.212451)),,1. Government of Jersey,2019-05-31,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
507d1aa0-116c-0138-9150-740f24312a1c,Burlington House,,,,,Richmond Map,Postal Address,,St. Brelade,BR0166,Parish,"Burlington House, La Rue du Crocquet",,,0100166,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170689 49.188549)),,1. Government of Jersey,2019-07-25,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
5084fcd0-116c-0138-9150-740f24312a1c,Elton House,,,,,Richmond Map,Postal Address,,St. Brelade,BR0393,Parish,"Elton House, Le Mont du Boulevard",,,0100393,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169068 49.184905)),,1. Government of Jersey 2. Jersey Archive,2019-07-26,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photograph (P/09/A/629)",
04c25cb0-149c-0138-c574-740f24312a1c,Post Box No.179,,,,,,Postal Address,,St. Helier,HE1042,Parish,"Post Box No.179, Halkett Place",,,0401053,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.104053 49.185055)),,1. Government of Jersey 2. Jersey Heritage Social History collection,2019-09-30,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Stamps (Jersm/2005/00108/002) ",
af4f2820-7a89-0138-ef31-740f24312a1c,,,,,,,,,,,,,,,0300219,,,,,,,,,,,,
04c0d990-149c-0138-c574-740f24312a1c,Mont a L'Abbe House,,,,,Richmond Map,Postal Address,,St. Helier,HE1007,Parish,"Mont a L'Abbe House, La Grande Route de Mont à l'Abbé",,,0401007,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.116593 49.208697)),,1. Government of Jersey 2. Jersey Archive,2019-09-30,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 04.11.2019) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Plans (L/A/06/A/301), photographs (D/W/E1/6)",
8b8bb860-1498-0138-c571-740f24312a1c,Les Nouettes,,,,,Richmond Map,Postal Address,,St. Clement,,Parish,"Les Nouettes, La Rue des Nouettes",,,0200135,,,,GEOMETRYCOLLECTION (POINT (-2.042276 49.17246)),,1. Government of Jersey 2. Jersey Archive,2018-03-12,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,"1. Listing photographs, Historic Environment Resurvey 2. Report (L/A/06/F/165), Plans (L/A/06/A/277, L/A/06/D/277) ",
508071b0-116c-0138-9150-740f24312a1c,Le Braye Slipway,,,,,,Postal Address,,St. Brelade,BR0259,Parish,"Le Braye Slipway, La Grande Route Des Mielles",,,0100259,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.225827 49.19797)),,1. Government of Jersey,2019-07-26,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
507d3830-116c-0138-9150-740f24312a1c,The Parsonage,,,,,,Postal Address,,St. Brelade,BR0169,Parish,"The Parsonage, La Rue du Crocquet",,,0100169,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.170445 49.188211)),,1. Government of Jersey,2019-07-25,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
0bf54000-116c-0138-9147-740f24312a1c,Le Moulin de Quetivel,,,,,"Mill,Richmond Map",Postal Address,,St. Lawrence,LA0109,Parish,"Le Moulin de Quetivel, La Rue de Bas",,,0600109,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.133896 49.226945)),,1. Société Jersiaise 2. Société Jersiaise Photographic Archive 3. Government of Jersey,2018-06-29,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Stevens, C. 1977. Windmills, Water-Mills and Streams of Jersey. [Unpublished research] ",Government of Jersey,,"1. Sites and Monuments Database 2. Photographs (sample of collection: SJPA/012056-61)  3. Listing photographs, Historic Environment Resurvey",
